c2,c0,729,129,229,ff9a,
2671500,10429160,3224163,2239723,910935,39460,
0,0,0,0,0,1652,
5317,24581,17811,12613,4497,3822,
162901,744679,438178,299838,130214,41071,
54932,252923,160967,119512,39961,18008,
1643,7652,5609,3421,2086,4315,
4009,15562,11047,6695,4206,4484,
5935,28819,17362,11053,5938,4485,
6806,35764,22662,13634,8465,3718,
34268,124571,64569,40482,23959,4320,
5822,21193,12325,7607,4677,3046,
0,0,0,0,0,2061,
0,0,0,0,0,1592,
190,950,510,301,175,2801,
6382,31085,17167,11054,5671,9197,
11183,53894,28953,18876,9555,3570,
95,467,319,170,128,2754,
253090,1084466,437278,272362,158584,11105,
0,0,0,0,0,1654,
5533139,22444744,12852073,8940675,3447931,194390,
21345700,108178839,54866049,34600661,18808726,555110,
13897600,67192409,39544057,25110460,13415293,147557,
22540453,148740578,68620508,48229364,19860218,215138,
13663481,66070409,42986033,27624129,12836132,53513,
15595456,73321748,43710837,28236404,13038906,88531,
17511350,81255805,47450275,30622565,14228737,66782,
14332632,69131275,43349405,27787900,12996840,16960,
14850594,71921630,46028837,29533607,13757781,18632,
14992699,72323129,45983172,29558076,13703855,17352,
15099306,72985500,46353799,29782862,13878162,67062,
13931331,66978491,43225842,27917964,12853875,21776,
14441310,70430799,45558059,29270631,13596784,18115,
13776924,67051356,42531508,27324888,12724234,16755,
13939847,67241531,43667255,28178823,13030725,15321,
13815456,67182739,43257098,27802248,12930262,56183,
15015763,73537651,46098040,29690224,13582925,19280,
15094087,73213014,45561753,29448967,13393168,12339,
13842189,64968369,37807869,24089930,11738060,31025,
0,0,0,0,0,4007,
4351,17552,11766,7270,4039,4769,
68925,311916,118465,84525,33430,8697,
0,0,0,0,0,2092,
3647,16783,10642,7329,2934,3376,
46363,182386,63576,42864,19330,4866,
245515,1071376,427643,304390,119361,12227,
1643,7652,4637,2829,1714,3364,
95,467,315,187,108,2334,
11547,52390,31226,20046,10518,5590,
14397,73477,49711,29356,19203,8995,
51590,268721,122787,73075,46972,9002,
91,461,277,162,98,2443,
0,0,0,0,0,1733,
0,0,0,0,0,1824,
560816,2229793,811225,544421,251397,21221,
635539,2981455,1856971,1260106,570836,148487,
36809,182813,125318,75896,47340,10296,
1145,5191,3528,2181,1195,4804,
391,1931,1138,650,407,3772,
252791,1083057,445688,277684,161507,12306,
223470,1135113,787129,494439,283585,48752,
4594,21372,14245,8647,4956,4762,
0,0,0,0,0,3319,
0,0,0,0,0,2750,
2573969,10245440,3309602,2225284,1032233,18995,
3302795,14713380,6119891,4096036,1925915,72924,
13602203,61782714,28195417,18753795,9065909,163762,
19609938,66370839,27914974,20034127,7832085,19474,
504314,2365409,1414585,959234,440343,29208,
21695,99034,58146,36878,19820,5838,
5279,21252,13618,8566,4469,4192,
65634,257554,91922,61524,29042,5242,
6641,30853,14845,9479,4756,5502,
0,0,0,0,0,2386,
3421,14509,8376,4833,3297,4843,
4864,23125,14127,8656,4915,5780,
637632,3154206,1561470,979335,558939,16387,
260,1278,951,563,349,3610,
372,1872,1050,601,375,3488,
254499,1089928,462872,288998,166894,11133,
195005,770935,264865,180892,78810,6759,
4301,15811,11431,6891,4503,3200,
240651,955850,336103,228635,101863,8272,
78782,312847,105785,71573,32619,3921,
182,922,466,261,171,2554,
4424,18161,12903,7582,5016,6153,
575889,2813181,1309960,826557,464888,12305,
811,3659,2261,1449,711,3200,
6019,29211,17726,11394,5975,33599,
6151858,25443689,14629299,10082099,3999717,252494,
20859557,105349143,52030151,32967555,17790678,504496,
11360449,55190160,29477790,18818915,9838774,142631,
19260129,125806842,59255701,41206948,17570590,182405,
10058316,55609596,32784149,21749520,9611784,78405,
13424243,64996544,42592062,27355111,12747464,28312,
14326549,69185221,43736865,28093882,13118470,36338,
14793278,71456449,45361737,29089583,13653981,20436,
14676672,70153653,44930578,29027327,13385903,19568,
17508581,81955564,49555485,32053249,14825432,84882,
14308105,69053822,43688441,28087277,13071000,17948,
14649032,71120742,45377445,29152302,13604817,50926,
13346871,64138266,41157407,26645735,12222895,22489,
13910799,67868637,44326704,28498054,13238743,14005,
14188142,69215639,45159413,29013086,13499868,13384,
12898506,62310696,40123299,25900092,11954767,86821,
824615,4929050,2266453,1650995,602724,466076,
2313256,9111636,5137260,3766857,1373795,550103,
7512615,26413782,15142876,10980457,4162593,860990,
6773685,23452650,13572345,9925189,3648488,784748,
8545553,31033851,15942121,11832766,4103562,802587,
7624263,27702553,14388897,10747445,3641502,789595,
1707878,6436150,3727010,2984551,728369,365478,
1163179,3635389,3175828,3052247,121667,507201,
840534,2840179,2138495,2046092,89964,388611,
635137,2464543,1011546,790358,208724,284062,
6417156,26425678,14693057,9900167,4137107,311212,
13093054,63642525,41058719,26247291,12452489,116416,
15217767,74544630,46295440,29729171,13786694,30550,
14849902,72009405,44111456,28318077,13225762,27241,
13010829,60489752,33673979,21384859,10609455,19818,
274874,1183670,493462,308441,177183,26589,
63621,265065,108922,70104,35651,9303,
145,650,758,588,151,2249,
0,0,0,0,0,2665,
2147713,8465180,2780873,1915207,827542,64045,
622850,2440960,798401,545313,235742,9172,
8364,43818,36995,21462,14840,9223,
95,467,322,171,129,2376,
5952,28999,18517,11839,6320,4178,
4572659,17866970,5540698,3832546,1610295,12503,
103476,467877,289006,179652,102327,24976,
42610,174109,89451,58498,31204,5853,
7864,25663,15074,8237,4472,3096,
5851,21139,12849,7827,4998,1871,
27151,99762,52837,33797,18917,3957,
5437,24420,15429,10466,4357,5587,
19064,92723,57480,36391,20117,5972,
847,3876,2188,1377,717,3989,
7367,40795,29551,16776,12000,8281,
185965,741169,272044,181167,87037,11068,
148595,590358,202313,135348,63984,5424,
255254,1092373,442135,275147,160685,11822,
78729,312361,118086,78371,38302,14304,
494062,1962357,690254,460559,221838,7952,
419194,1659936,567612,378571,183094,6593,
8285,47489,36845,21606,12422,5986,
937128,3724122,1240521,850467,385157,11012,
5650991,22037581,6693475,4640884,1911018,5391,
12834,53992,33525,21179,11975,5732,
178915,723038,274263,181054,88931,8861,
1515574,5978724,2029704,1362318,642148,14987,
2940019,11584739,3862852,2642803,1159420,13005,
24516,100986,59168,36816,20093,5590,
0,0,0,0,0,2406,
4598440,17971164,5617162,3881992,1634140,14721,
148007,704517,431739,302819,123153,57691,
188910,852851,449829,327610,118084,27076,
3280,13222,9105,5621,3322,4962,
391,1931,1064,620,368,3924,
4909402,22266281,8605942,6019583,2508766,99644,
9599563,44347154,18968354,12599942,6224531,149299,
14024880,64723219,25159914,16390548,8571371,123770,
24613758,123484119,53371279,36232147,16299972,468819,
71352152,372536195,153560476,109222767,41142253,814839,
50405454,271837433,112628729,78958833,31585401,580139,
11734819,62969750,26520871,19072213,7246516,346743,
10372380,58192465,21203739,17758839,3389778,169553,
13334932,82417814,32991948,23424898,9242481,427722,
39268360,207644403,122684481,79903273,40737443,755110,
16117,92918,79680,58722,33754,42341,
11629840,51147001,28138004,18427363,8885297,462004,
10577906,50434367,33998466,21553248,11257535,279909,
19751509,90082359,45725637,29062225,15752285,214001,
18511809,130527027,62589623,44404048,17115012,198730,
8174770,39448346,25672152,16557827,7647896,16050,
15342553,73445562,45718645,29414023,13744919,100915,
15040982,72231693,45897606,29600090,13675846,30023,
14292765,68926236,43447047,27927842,13002119,18671,
14517658,70343838,44741663,28720047,13406594,17580,
14805608,71430762,45652119,29332303,13679810,13225,
14428750,68776349,43420164,28051384,12956305,14390,
14648475,70626373,45081876,28971985,13574609,60890,
14055908,68589620,44231687,28517085,13156968,21014,
14202864,68446301,44076157,28550638,13068866,18351,
15619370,74294625,46054532,29712313,13816446,33148,
13434177,65319642,42392188,27271228,12712411,50731,
14742743,71421558,44709863,28968305,13179648,20536,
16187212,78031705,47179406,30504492,13969230,21256,
14343976,68077229,39972994,25622645,12206602,14522,
6772898,31484597,17810171,11358458,5567011,9853,
265583,1105691,419563,285625,125495,12565,
9991,48181,29613,18276,10953,4512,
10826,48929,33944,20729,12685,6253,
210438,832059,316906,210163,103186,6227,
10490,38797,20758,12750,7847,3503,
748,3758,2421,1390,865,4556,
34345,144188,88245,55518,31693,8858,
1071924,4218404,1409051,954975,432750,11019,
198666,794968,286922,192613,90554,7207,
7319,28556,18234,10794,7186,5642,
48048,179149,100423,63968,35529,6657,
76084,301477,114431,76348,36748,4460,
249226,1068053,458506,285757,165952,13414,
74002,294476,108073,72958,33773,2361,
224785,890428,326355,217243,104275,11962,
27111,117419,77982,49761,25966,11085,
178973,828855,506463,364689,135806,56888,
545051,2152205,709946,482559,215807,7489,
5232,25653,17040,10838,5870,6230,
9687,46185,31545,18822,12124,5037,
0,0,0,0,0,2554,
91,461,244,138,89,2530,
40491,146472,80449,49912,30364,3813,
42721,174190,69099,43134,24378,2847,
190,950,531,314,182,2072,
2020,10370,9534,5179,4066,7506,
15998,78046,43969,28590,14630,6513,
259,1277,883,579,272,2787,
372,1872,1201,681,443,3286,
207,1159,1022,590,405,2759,
19,59,49,29,16,2970,
129,605,345,213,111,2743,
257339,1103606,459037,285223,166531,11659,
4076,14897,11845,7301,4523,2691,
3676,15517,8879,5105,3500,4967,
256899,1094761,428233,305052,121818,10877,
336821,1334921,489218,326596,156558,10906,
95,467,304,167,115,1832,
5900,28708,16761,10691,5711,6076,
6781,35660,21507,12896,8081,3598,
740700,3632803,2038153,1285788,711460,55895,
8206,30066,22087,13548,8486,4609,
13327,53999,23565,15404,7437,3078,
0,0,0,0,0,1945,
41044,149687,84299,53189,30913,4747,
626635,2820443,1272679,823698,433998,74531,
52632,257373,194090,115876,75546,12995,
18516,67533,40071,24578,15320,4557,
3830263,14972694,4793401,3322791,1381034,72582,
5265379,20522903,9573043,7006355,2270826,117476,
19392673,97420063,50302221,31746664,17124563,667547,
11233295,54177326,34169420,21559309,11409410,143054,
18603456,132575425,62465796,43922732,18022062,323341,
19280543,207556703,88060867,69247428,18541864,398246,
17964400,175792920,75799253,58527845,16763368,187653,
6902891,36658172,21974507,14347480,6634243,107519,
8943387,43230959,27403852,17609794,8197653,19401,
13748931,65729626,41190772,26516254,12306029,55325,
14357554,69328057,44298864,28470654,13253442,25126,
14641716,70641707,43849371,28200774,13201402,25599,
15186398,73447710,46501867,29881396,14017658,28724,
14593928,70423517,43787057,28179011,13178130,15403,
15088771,72966301,46286981,29784936,13951682,13430,
14126712,67958170,44039834,28500521,13174256,20971,
14626722,71195845,45874974,29537906,13782753,28152,
14158403,68212230,44463393,28653596,13436195,23908,
14209700,69216407,45435021,29154777,13821567,63690,
13968096,68002233,44156773,28359830,13373761,54826,
15238945,74028003,46452579,30026092,13804504,17945,
15502510,75973019,47164252,30365054,14088292,12650,
15810779,77538939,47823602,30835773,14241392,18008,
11915755,55532900,31730465,20191718,10001907,11751,
4448,25059,21261,12953,6211,4688,
4076945,16029008,5226242,3592972,1536797,88252,
2009,11329,8226,5148,2288,4167,
922,4652,2875,1611,1052,4990,
227093,892552,279876,194479,80095,5567,
11280,52917,35920,21048,13922,6920,
454983,2267702,1329924,877794,432512,195669,
1998181,9460325,3944289,2537521,1352837,126566,
3304888,15011648,5559646,3518140,1964868,154471,
1559717,7234860,3926251,2783471,1093899,130519,
1359,6355,5125,3164,1743,3251,
33799,132833,53976,35860,17127,12105,
3231,13559,8129,4739,3178,8042,
14452,58628,33910,21637,11917,6121,
23280,101036,64458,40902,22784,5786,
5746,26211,14958,9817,4902,4685,
4643,21618,16361,11167,4550,6123,
144,646,597,418,167,1951,
19,59,49,29,16,2164,
95,475,261,153,91,2267,
6658,32249,21524,12751,7950,3673,
252588,1080607,458429,285738,166048,15916,
257,1156,832,568,253,3116,
279944,1209168,522568,354707,165050,30464,
1643,7652,5551,3437,2004,3237,
648,2932,1600,964,558,3024,
546268,2173824,772637,521415,239837,12346,
5344,28926,21663,14286,10017,4035,
66079,322570,153472,90008,57759,8076,
3867,14086,10411,6289,4085,3481,
4425,24550,17098,9892,6890,3037,
4071,14821,9337,5759,3520,3088,
17272,78525,59092,35131,22657,9333,
140146,678299,469117,289772,172025,40812,
103593,529212,342644,225023,114792,22474,
59856,244043,102850,67916,33669,4405,
2603729,10356859,3391039,2282762,1059271,13232,
6523,28824,20946,13230,7044,6122,
2771,10197,8146,5067,3039,2632,
4642,25758,17197,9910,6930,3684,
25,104,82,37,41,1771,
199346,787877,264226,180663,78434,4478,
309741,1309546,547454,345358,194897,19347,
47224,202022,131180,83860,42566,10212,
717722,3033037,1281445,925955,340438,91606,
1078,4926,3082,1946,1011,3789,
1699,8422,5289,3372,1798,4260,
981877,3868972,1256920,853102,382470,10807,
6769,35614,23971,14278,9122,2459,
863812,4092199,2501029,1620392,815306,99844,
18512670,89513987,42229478,27537977,13566134,505935,
13875427,67189228,42308019,26694775,14274095,277114,
17352119,89009574,47129450,30490437,15953419,169924,
18043624,122473477,59655930,42197437,16231786,173931,
14407352,69364827,44495798,28544639,13425993,101775,
25968740,121377418,66034887,42922099,20350109,182728,
15086930,72667090,46191161,29719389,13851538,53785,
14283822,68867094,43385603,27873884,13001047,22718,
14605504,70482200,45091355,28899545,13556748,20227,
12690689,61147861,38125051,24281597,11723949,18180,
13427474,65007752,41145016,26219678,12657095,17291,
14068877,67688401,43757498,28055243,13359563,22269,
14685461,71311182,45645460,29095096,14048873,44392,
13513718,65197133,41788804,26821594,12754683,20415,
13467343,65611063,42958032,27465272,13139468,31318,
13576649,66009302,41638449,26553315,12882425,47487,
14981483,73129689,46223249,29600217,14040389,14605,
15038556,73161964,45882282,29412147,13912603,9029,
14280388,67256076,39075751,24808615,12330844,28518,
5252083,24411751,13841044,8766311,4412934,5813,
0,0,0,0,0,2365,
68823,311396,119755,85159,34094,8048,
0,0,0,0,0,2194,
3779,17790,13478,8886,3969,5445,
11017,54173,41662,24925,16009,8632,
576909,2822021,1306840,824150,464193,9278,
14027,57547,42176,24847,16826,7221,
53687,212828,76245,51350,23722,3072,
1472431,5847086,2022670,1359426,632825,21532,
24336,100061,58050,36381,19449,4981,
329749,1301288,443645,297802,140942,6027,
0,0,0,0,0,1746,
0,0,0,0,0,3354,
551278,2423888,992069,649806,330219,45369,
6354,27553,18963,11667,6683,3582,
2298,8859,7392,4513,2835,3355,
372,1872,1050,607,370,3419,
13272,65465,45000,27258,16813,9800,
59575,311155,146910,87180,56367,9374,
27095,111228,70477,43350,24811,6173,
0,0,0,0,0,1919,
9160,36512,25727,16314,8951,5478,
2123,7851,5057,3178,1855,2398,
188007,882489,610580,380823,217670,54387,
188080,909404,548127,360156,181268,51615,
131182,614171,379590,280578,95199,26857,
535,2577,1585,995,499,3992,
19972,89443,59506,36788,22097,7458,
4319,17453,10891,6797,3662,3061,
95,475,257,156,84,2880,
2271,9003,5022,3264,1732,2075,
4392,17048,9324,5997,3285,2086,
458840,1808373,565681,387730,165109,6645,
323759,1363226,544635,344156,191098,13697,
69249,273233,86274,59201,25134,4683,
14251,69163,49562,28834,19504,8032,
33992,125659,73966,47150,26638,5819,
5531,26842,16080,10385,5411,3628,
18385,80491,48836,29803,17874,7684,
110467,560409,341863,240157,96505,27567,
1182939,5311919,2840804,1958064,845529,126352,
53068,257907,183782,108820,72159,13002,
1179777,4591823,1557879,1048823,489882,16607,
843,4233,2539,1459,907,5548,
7278,34999,23860,15156,8257,5786,
9625,46678,26620,17417,8713,3870,
1186320,4622155,1568081,1053624,495105,13609,
2425,8938,6476,4094,2373,2955,
0,0,0,0,0,1940,
1509701,7606633,4965545,3009279,1738139,183929,
15885213,75614008,41983485,27391611,13561562,589076,
74466231,403112191,193529362,131729549,57156777,1376381,
84713768,447944288,194608095,140681450,49123674,1120450,
63111220,366515658,198915717,133702689,62452116,1379956,
16826160,84694127,52513536,34054667,16226647,261753,
11002095,53259129,34086966,21978382,10089647,28375,
14580256,70348066,45060477,29009352,13423745,28188,
15023458,72545569,46372850,29879987,13791345,18769,
14526980,69315845,43988577,28458470,13053652,32684,
6619416,32629862,21029856,13559032,6233663,219561,
238924,2327257,955250,709787,244714,425835,
4933464,17885477,10278498,7486588,2805049,661146,
6909935,23897551,14080621,10257718,3824254,886414,
7169534,25120194,13838484,10193183,3642974,728743,
8285196,30213226,15590309,11589928,4000058,791328,
6203449,23194104,11691349,8596424,3080739,621307,
3008969,11352774,5131635,4018118,1080227,415821,
1234196,3928141,3360504,3208860,149118,526479,
895382,3225151,1773464,1610654,155329,329638,
1015473,3680157,1526161,1230122,281719,249182,
8348674,35976864,21654879,14403195,6135303,221369,
14376859,69427959,43927699,28329549,12988398,45556,
15075236,73051588,46578858,29998508,13843841,24895,
14698722,71152112,45108744,29101288,13396232,53243,
14123197,67911068,43610373,28223832,12945862,51432,
14678668,71091051,45408831,29346306,13463401,86441,
14090563,68747287,44356027,28623570,13139303,16768,
14768579,70368304,44020970,28545877,12991148,54764,
14987031,73376055,45547669,29359850,13432425,21586,
14770982,72073384,44409886,28611698,13096835,11786,
14091333,65527721,37423595,23911602,11620315,5722,
1135314,5198519,2671596,1703131,829183,5247,
218209,866009,304916,205794,94889,7106,
187905,976150,620559,391918,221280,53535,
249969,1113089,541163,358315,177650,25436,
20822,97482,60651,38050,21168,6350,
536,2682,1504,933,490,3726,
243051,960540,335928,229050,100774,5146,
0,0,0,0,0,2778,
129,605,402,232,144,3249,
0,0,0,0,0,1606,
0,0,0,0,0,2174,
86198,345379,127838,84517,41390,9137,
175650,691714,234412,158810,71516,6266,
4364,21486,18778,11121,7322,6097,
253187,1084843,463064,288780,167298,14313,
583,3095,2193,1287,805,4138,
5539,26855,17028,11012,5722,3115,
55897,275699,163588,94486,66241,20300,
92,465,242,133,90,3957,
27788,141902,116418,67623,46823,11820,
145,648,518,360,147,7603,
13256,48991,31276,20015,11222,4417,
18590,82491,50267,34456,14684,7316,
11681,59373,42085,24738,16306,6163,
79106,327322,133861,89490,42301,5714,
5451,26718,21392,12386,8480,6714,
0,0,0,0,0,2235,
304343,1202136,414658,278588,130972,7573,
95,475,326,187,121,2135,
0,0,0,0,0,1650,
0,0,0,0,0,2112,
0,0,0,0,0,1625,
11939,69777,42840,25916,13085,6565,
2011,9508,5566,3328,2066,4229,
257638,1100114,470189,293337,170119,11408,
372,1872,1019,590,356,3325,
13370,66027,43807,26534,16386,6330,
13646,62979,39300,23954,14341,6243,
6466,23735,13590,8453,5088,2618,
0,0,0,0,0,1787,
26270,103058,37500,25324,11324,3716,
7613,28618,17207,10950,6202,2366,
423944,1678057,630304,421602,197511,14652,
2038,9597,6268,3809,2270,4794,
301820,1388505,822845,588671,225401,56260,
555,2741,1515,940,490,3915,
3018215,13666237,5645656,3790537,1809239,72825,
8775904,41068074,17887536,11484131,6282513,210391,
27800254,133741178,60388482,41300225,18531848,189465,
19403247,91315161,37208127,25609303,11383119,85823,
31987045,149561350,68743694,47229897,20413291,532297,
32983802,167086204,90613400,60434885,28171932,466442,
14253144,68254027,38805186,24432391,13642613,189456,
17481515,125009914,58417466,41629081,15992377,208621,
8942605,43216837,27786375,17818575,8323536,52842,
10878778,52632200,34451931,22068249,10326475,36359,
14528296,70087732,45574988,29293452,13589485,28397,
14678643,70879931,45044554,28951051,13476076,35837,
14847480,71717651,45574948,29307694,13580227,19308,
14893662,71949019,45645681,29318996,13625535,16954,
14120565,67317017,42411213,27436912,12542623,11620,
13896725,67550996,43520600,28021864,12966653,36781,
13512296,65888170,42278898,27148731,12664175,64599,
13881246,66985872,43122616,27867832,12822202,48005,
13866819,67604488,42743919,27536208,12689700,22194,
14268773,69545503,44489267,28652369,13210909,25785,
10419697,49938083,31478401,20332243,9430537,48714,
12363229,60574020,37448299,24071693,11231431,15335,
15099385,73908456,44619852,28671587,13400348,13144,
11708737,54721332,31298268,19924561,9855921,7777,
4964,26978,23305,15058,6233,4381,
71388,326447,127630,89634,36506,5777,
11008,60335,48986,30337,13976,7867,
2106,9985,6771,4103,2468,5145,
2791,10759,8363,5049,3223,3987,
253211,1084685,453204,282444,164007,17006,
5632,27337,15844,10126,5410,4500,
13523,60160,43957,26326,16952,7161,
1221,4813,3402,2198,1176,2565,
4415,24553,15446,8953,6204,2953,
491,2023,1389,848,468,2605,
2702,10638,6542,4353,2151,2453,
562,2822,1825,1024,674,3737,
2019,9538,6456,3886,2385,4026,
15005,72757,39765,26088,12976,3771,
45908,182960,69846,46804,22148,5037,
3322,14020,8027,4635,3161,3538,
30618,120856,50199,33452,16291,2801,
95,475,335,192,122,2101,
25,104,82,37,41,2257,
0,0,0,0,0,1956,
0,0,0,0,0,2160,
45441,190540,129406,80982,44825,17020,
2201,10458,6622,3942,2463,4486,
690879,2916212,1214307,842458,354000,60435,
445541,1896021,815452,542248,261915,27139,
5651,27415,17623,11184,6100,5278,
6781,35660,22361,13229,8579,5075,
258057,1014795,341773,229893,107709,6646,
1902,10005,10172,5899,4111,4881,
4217,19542,15837,10913,4322,6027,
142933,570322,203015,137244,62445,6950,
2703,12519,9457,6306,2754,7800,
3474,17072,13245,7548,5380,5945,
1009127,4026018,1320539,887990,411311,9343,
3539,13555,9473,5804,3587,3695,
91,461,256,143,94,2400,
90255,455592,130521,84688,41025,12922,
129,605,336,201,114,2641,
0,0,0,0,0,1793,
0,0,0,0,0,2777,
3494,14595,8158,4647,3276,3802,
237074,1022738,387586,280086,106342,7158,
4700,23216,16746,9699,6664,6866,
95,467,343,192,130,1923,
277,1397,909,506,342,2495,
258491,1110346,455129,284073,164365,10777,
55532,293639,137850,81488,53442,7048,
92,465,240,132,89,2278,
574556,2711956,1901432,1206346,608692,58994,
5826845,23681584,13196335,9211192,3519869,232276,
18821485,93272974,49787189,31156013,17289331,549085,
13586587,65838484,38396060,24148629,13320115,197943,
16944490,157347208,70016596,53220622,16475660,425938,
14615298,148924937,62579719,48246577,14011480,249479,
16441448,166188987,71714567,55740251,15555767,204083,
7996604,48526698,26207647,17771983,7659406,113359,
11241198,54303440,35777464,23033575,10747339,73460,
13403794,64202492,41155586,26567942,12278687,49539,
14753111,71326741,45898935,29535017,13738244,16454,
14979645,72373849,46395544,29893412,13858059,13305,
14247929,68737176,43849058,28239166,13114529,23619,
9469868,45833161,28861831,18236550,8984719,181831,
12269774,57539243,36312914,23402596,10919950,220156,
14502546,69534875,43207232,27873003,12930145,16031,
13981484,68089258,44571543,28636746,13419114,27480,
14336627,69799382,45241263,29004335,13652257,55529,
14094612,68062722,44257622,28523287,13280243,36527,
14587346,71180016,45931481,29466021,13819575,22090,
14118677,68681485,43119460,27688188,12965009,49419,
15180760,73805553,44697525,28856197,13236664,17106,
15311132,75186704,45776762,29387316,13660680,17842,
15049699,72301383,42563010,27272124,12908814,30001,
12761985,59317835,33173644,21085080,10458472,11311,
16070,77536,47089,30421,15781,6150,
264730,1210695,717738,521823,188397,68784,
28967,158052,133250,75330,55655,20622,
4317,17397,10960,6778,3749,3318,
6968,25401,18893,11477,7363,4083,
1918,11132,8237,5052,2447,2518,
0,0,0,0,0,1703,
8535,36097,24827,15267,8433,4631,
182,922,643,362,234,3478,
4413,21867,18346,10709,7175,7733,
14853,62497,43457,26409,16406,6985,
12805,60039,40321,23800,15346,8438,
258017,1108210,473689,295788,170817,14907,
12958,62751,40127,23956,15089,5862,
270,1383,949,560,364,3426,
68247,267802,99560,66443,31738,6820,
0,0,0,0,0,1786,
3231,13559,7840,4536,3086,4480,
285,1425,780,468,260,3779,
2296,10935,6433,3828,2375,4681,
17457,81904,51334,32988,17516,4648,
445,2221,1420,903,441,2666,
91,461,255,143,93,2113,
104084,409497,136931,93620,40760,5066,
95,475,246,143,86,1830,
3992,14533,9460,5782,3661,2236,
0,0,0,0,0,1746,
0,0,0,0,0,1581,
240816,1037424,398260,287816,109392,10726,
2383,11380,6673,3837,2363,3873,
8144,30387,19596,12335,7149,5355,
2162,8190,4506,2745,1693,2448,
10352,45209,26126,16882,8936,4056,
353114,1555096,643963,400435,233340,17705,
91,461,236,131,86,2436,
8606,43774,29566,18799,9964,4715,
635,2669,2075,1357,633,2624,
0,0,0,0,0,1607,
127441,610259,424173,262897,154851,39843,
108052,556618,366123,237193,125566,20635,
13743,73004,40494,26527,13271,3596,
1092732,4356805,1482421,989753,471214,13902,
501033,1998597,654575,438083,207601,4450,
220078,876998,296118,198705,93274,4107,
95,475,276,166,91,2597,
25,104,82,37,41,2498,
0,0,0,0,0,2108,
0,0,0,0,0,2304,
43721,185412,126781,80093,43169,11506,
268180,1173362,779060,479015,281999,66412,
6994856,29098914,16881160,11601421,4665988,236043,
23690026,119739246,60720688,38388313,20770747,654469,
15893471,75670047,42358358,26953884,14468645,126901,
21932433,146731168,68623071,48294925,19432353,262836,
10590521,51259946,32193990,20659921,9668235,25097,
14174863,67846269,42650867,27457664,12745195,46344,
14752313,71196337,44570811,28614923,13343487,22349,
14871251,71771831,45232773,29035216,13530588,16211,
14869862,71840178,44735379,28682983,13420237,43779,
14637045,70664655,44806194,28802090,13360062,31217,
15569611,74536963,45530580,29284783,13651781,23096,
14462990,69283805,43788421,28259097,13057611,23374,
14771721,72003154,46018181,29510193,13788889,13272,
14293120,68893480,44175386,28452378,13228170,18392,
1259454,7238076,4329389,2866212,1242432,366537,
759403,4061234,1989559,1478657,515790,430279,
7657515,26910672,15674263,11376750,4294835,876750,
6873732,23824417,14042477,10263948,3778098,865096,
8364610,30034652,15357563,11375202,3978973,718227,
7273846,26203407,13806226,10325321,3478936,773852,
3532750,13540813,7082992,5330290,1747804,434878,
1514294,5028253,3301144,3042002,253067,493976,
1093138,3618965,3011960,2864339,140139,476824,
288705,1166786,311874,301322,10188,276120,
4345900,17499813,8686857,6099721,2413283,239296,
13622930,62887482,39376237,25369627,11672369,143639,
13821848,67168513,43335979,27647140,13180502,70689,
15241264,74728875,46575666,29830095,13885560,28760,
14656431,70976986,43329013,27778960,13009696,54043,
13957631,66101485,38562739,24524149,11962989,30210,
6733233,31211582,16994132,10772759,5379490,12935,
12460,61662,38599,24126,13573,6601,
149955,593215,207108,139792,64912,5305,
1518707,6075434,2133666,1428648,683245,30427,
77454,287357,96204,56188,24742,2190,
0,0,0,0,0,1753,
4023,15596,10105,6365,3703,2320,
0,0,0,0,0,1725,
327910,1395065,540790,379477,156493,17722,
2383,11380,6622,3933,2445,4553,
1444,5732,4018,2503,1482,2419,
277,1397,835,471,306,2404,
9199,45888,32566,19453,12426,9726,
64685,334285,163909,98294,62062,11404,
256317,1097289,456110,284153,164627,18840,
0,0,0,0,0,2796,
63588,248977,81741,55853,24306,3853,
0,0,0,0,0,1723,
315021,1361703,732467,465860,254333,54706,
112228,573110,369780,241850,124559,24497,
11481,51208,32233,20394,11374,5939,
11225,51736,28887,19036,9377,3398,
91,461,255,143,93,3998,
5707,23720,16904,10375,5838,3892,
95,475,268,161,88,2128,
0,0,0,0,0,1783,
1520,5545,3788,2340,1440,2847,
0,0,0,0,0,1871,
182,922,508,291,183,2628,
5138,22201,14820,9215,5292,6180,
5075,18461,10734,6574,4116,2375,
31334,131584,89521,54226,33974,11289,
10651,40944,23211,14843,8292,3716,
18881,86359,50915,31170,18534,6260,
259698,1113160,473554,295662,170139,13385,
2181,10236,7420,4673,2458,4248,
64778,254267,89667,60419,27918,6345,
6455,28532,19081,12123,6335,6667,
6369,23548,16350,10009,6265,3699,
2391,11410,7422,4416,2748,5774,
5631,27331,15918,10319,5299,3074,
19810,83914,45861,29363,15968,3976,
12879,47362,26525,16829,9639,3239,
5351,21589,13719,8621,4516,3146,
95,475,235,139,79,1871,
6383,23157,13726,8518,5184,2131,
4155,15126,8457,5219,3222,2283,
0,0,0,0,0,1806,
1786,7742,5046,2900,1970,3483,
2383,11380,6884,4073,2553,5224,
4370792,16605005,7857207,5889281,1717749,113315,
18158725,91796727,46494397,29229614,16020047,628810,
12611653,60192197,38072178,24405618,12315145,101719,
20458157,124944051,61539602,41887482,19088269,226069,
